Rack,pot,GH_family_ID,field_family_ID,region,Site,climate,climate_management,management type,indiv,treatment,experiment,precipCV,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,E_cicutarium,E_brachycarpum,E__malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass_,forb,shrub,total_cover,F_leaf_weight,F_leaf_area,F_lflength,field_SLA,F_avg_fruit_length,Site,F_length_longest_stem,F_flowers,F_fruits,F_reproductive_effort,soil_wet_weight,soil_dry_weight,water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S,GH_plant_to_emerge,GH_emerge_to_flower,gen2_earlylfno,gen2_boltdate,days_to_bolt,gen2_ffdate,days_to_flower,gen2_no_internodes,gen2_length_longest_stem,gen2_no_seeds_missed,gen2_no_fruits,gen2_no_flowers,gen2_no_seeds,gen2_total_seeds,photo session,tech,Total Area (mm2),raw weight,correction,tray weight,leaf_weight,SLA
19,833,1102,Kny9,California,Kearney,inland,inland agricultural field,agricultural field,a,low_water,water,0.349829711,17,15.2,4.4,682.5,36.4,2.3,34.1,10,25.6,25.6,8.2,305,60,0,83,163,3,3,155,0.4,0,0,0,0.6,0.6,1,0,0,0,1,0.04194,893.5,120.5,21304.24416,4.166666667,Kearney,31.4,87,88,175,244.51,243.63,0.88,0.8,46.8,39,31,7.1,244,56.7,570.5,30.3,,0,4.1,15.3,11.5,70,0,3.2,7.4,5,55,9,39429,103,39437,111,2,1.1,3,5,0,20,23,1,emily,123.201,0.00704,,,0.00704,17500.14205
57,1274,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,8,39415,89,39422,96,7,16.5,14,25,4,52,66,2,emily,661.648,0.04285,,,0.04285,15441.02684
53,404,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,7,39413,87,39420,94,7,21.5,19,9,4,2,21,2,emily,381.198,0.455,0.028813,,0.0288127,13230.20751
60,901,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,8,39413,87,39421,95,7,8.9,24,24,1,66,90,2,emily,308.186,0.45139,0.025203,,0.0252027,12228.293
41,519,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,7,39419,93,39426,100,5,7.8,25,12,0,20,45,1,josephine,373.5,0.01898,,,0.01898,19678.60906
9,1517,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,8,39415,89,39422,96,5,4.3,0,8,1,35,35,1,emily,213.401,0.02077,,,0.02077,10274.48243
19,1196,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,7,39453,127,39461,135,0,0,4,3,0,5,9,1,emily,276.846,0.0151,,,0.0151,18334.17219
20,233,384,Lind1,California,Lindcove,inland,inland preserve,preserve,a,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0.1,0,0,0,0.1,0.1,0.05,0,0,0.15,0.008,114.1,24.4,14262.5,3.666666667,Lindcove,4.2,2,4,6,265.91,260.32,5.59,1.5,59.8,16.6,4,6.8,68.6,346.6,2513,24.7,,0.5,16.2,1.1,17.6,77.6,3,0.7,4.2,5,62,6,39438,112,39455,129,1,1,8,4,0,7,15,1,emily,250.063,0.01374,,,0.01374,18199.6361
47,384,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,7,39413,87,39420,94,6,13.7,53,32,8,38,91,1,emily,784.52,0.02384,,,0.02384,32907.71812
16,1440,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,12,39413,87,39424,98,9,15.9,40,39,3,75,115,1,emily,536.605,0.04817,,,0.04817,11139.81731
4,737,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,8,39412,86,39420,94,5,9.8,17,19,1,69,86,1,emily,307.083,0.02275,,,0.02275,13498.15385
2,657,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,7,39412,86,39420,94,5,4.5,9,10,0,34,43,1,emily,187.217,0.0129,,,0.0129,14512.94574
24,842,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,8,39433,107,39442,116,3,1.9,10,4,0,6,16,1,emily,296.418,0.01492,,,0.01492,19867.15818
15,201,268,Lind10,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.05,0,0,0,0,0,0.05,0.2,0.05,0,0.3,,,,,3.4,Lindcove,4.1,0,1,1,111.25,113.47,-2.22,2.1,72.4,12.2,12.5,6.1,65.9,194.2,1332,16.3,6.8,1.4,9.9,1.7,16.2,67.4,14,0.7,4.2,3,69,8,39431,105,39451,125,3,6.6,8,2,1,5,13,1,emily,109.316,0.00915,,,0.00915,11947.10383
50,1403,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,9,39413,87,39420,94,4,4.4,36,21,9,32,68,1,emily,1141.584,0.03893,,,0.03893,29324.01747
59,270,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,10,39413,87,39421,95,7,4.1,23,16,1,29,52,2,,,0.02756,,,0.02756,
35,1180,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,9,39415,89,39423,97,6,4.9,56,23,3,31,87,1,josephine,697.1,0.02675,,,0.02675,26059.81308
46,253,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,9,39420,94,39426,100,5,1.6,25,23,0,57,82,,emily,524.302,0.02461,,,0.02461,21304.42909
22,1199,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,7,39425,99,39433,107,3,0.8,4,9,0,25,29,1,emily,317.048,0.01769,,,0.01769,17922.44206
6,263,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,NA,NA,NA,39424,98,2,0.9,7,8,0,26,33,1,emily,217.872,0.01854,,,0.01854,11751.45631
27,975,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,9,39422,96,39445,119,1,0.3,6,4,1,2,8,1,emily,317.033,0.01832,,,0.01832,17305.29476
15,197,558,Lind12,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.3,0.2,0,0,0,0.2,0.5,0,0.1,0,0.6,0.00351,116.6,25.1,33219.37322,3.95,Lindcove,8.9,1,3,4,202.07,197.88,4.19,2.4,77.6,18.2,12.3,6.6,77.4,332.6,2091,17.2,,0.9,14.3,1.4,19.1,73,6,0.5,5.5,3,68.5,8,39449,123,39458,132,3,3.2,9,3,0,8,17,1,emily,133.046,0.01095,,,0.01095,12150.31963
47,1479,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,NA,NA,NA,NA,NA,,,0,0,0,0,0,1,josephine,226.5,0.00978,,,0.00978,23159.5092
10,788,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,9,39413,87,39418,92,7,5.4,25,30,8,82,107,1,emily,488.538,0.03767,,,0.03767,12968.88771
40,314,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,NA,39420,94,NA,NA,7,4.9,0,2,0,9,9,1,josephine,468.4,0.01397,,,0.01397,33528.99069
4,1021,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,9,39417,91,39423,97,4,2.8,30,17,0,51,81,,,,0.0157,,,0.0157,
6,696,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,7,39417,91,39425,99,1,1.8,0,7,1,28,28,1,emily,219.607,0.01683,,,0.01683,13048.54427
13,1240,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,7,39420,94,39426,100,4,1.2,13,10,1,29,42,1,emily,191.602,0.01764,,,0.01764,10861.79138
24,887,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,9,39427,101,39434,108,2,0.9,8,4,0,14,22,1,emily,193.478,0.01074,,,0.01074,18014.71136
29,92,1073,Lind17,California,Lindcove,inland,inland preserve,preserve,a,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0.1,0,0,0.3,0.00405,143.6,38.8,35456.79012,3.3,Lindcove,7,1,2,3,231.01,226.76,4.25,1,50.4,6.4,2.7,6.3,34.7,230.4,1337,16.3,6.9,1,9.7,0.9,19.4,68.4,10.5,0.7,3.8,3,62.5,8,39417,91,39424,98,3,1.7,5,5,0,11,16,1,emily,239.35,0.01402,,,0.01402,17072.03994
37,1332,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,10,39413,87,39418,92,7,3.9,0,4,0,16,16,1,josephine,786.5,0.03574,,,0.03574,22006.15557
10,586,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,11,39413,87,39419,93,7,8,45,45,5,112,157,,,,0.06238,,,0.06238,
33,947,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,9,39410,84,39417,91,5,0.7,0,2,0,7,7,1,emily,568.157,0.02012,,,0.02012,28238.41948
34,265,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,NA,NA,NA,NA,NA,,,0,0,0,0,0,,,,,,,,
41,406,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,7,39431,105,39438,112,2,0.7,14,8,1,14,28,1,josephine,303.8,0.0086,,,0.0086,35325.5814
25,1041,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,8,39421,95,39431,105,3,0.8,13,9,0,20,33,1,emily,329.13,0.02114,,,0.02114,15569.06339
21,593,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,7,39441,115,39446,120,2,0.4,0,1,0,4,4,1,emily,263.079,0.01285,,,0.01285,20473.07393
39,50,967,Lind18,California,Lindcove,inland,inland preserve,preserve,b,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0.2,0,0,0,0,0,0.2,0,0.5,0,0.7,0.00493,126.3,35.2,25618.66126,3.75,Lindcove,6.1,1,3,4,239.86,223.03,16.83,4.1,111.4,10,6.6,6.8,64.1,998.2,4484,26.1,,1,31.8,0.5,25.8,70.3,3,0.4,5.1,3,66,9,39415,89,39421,95,1,0.3,4,6,0,5,9,1,josephine,286.6,0.0172,,,0.0172,16662.7907
57,382,446,Lind19,California,Lindcove,inland,inland preserve,preserve,a,high_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0,0,0,0,0,0,0,0.6,0,0.6,0.00459,110.2,29.6,24008.7146,3.9,Lindcove,5.3,4,1,5,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9,0.6,4.9,3,59,6,39416,90,39424,98,,,55,36,1,69,124,2,emily,364.696,0.01748,,,0.01748,20863.61556
54,860,446,Lind19,California,Lindcove,inland,inland preserve,preserve,a,high_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0,0,0,0,0,0,0,0.6,0,0.6,0.00459,110.2,29.6,24008.7146,3.9,Lindcove,5.3,4,1,5,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9,0.6,4.9,3,59,9,39417,91,39425,99,5,1.7,17,20,0,60,77,2,emily,340.507,0.02644,,,0.02644,12878.47958
42,797,446,Lind19,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0,0,0,0,0,0,0,0.6,0,0.6,0.00459,110.2,29.6,24008.7146,3.9,Lindcove,5.3,4,1,5,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9,0.6,4.9,3,59,7,39425,99,39432,106,4,1,9,8,0,16,25,1,josephine,249.5,0.01244,,,0.01244,20056.2701
11,1515,446,Lind19,California,Lindcove,inland,inland preserve,preserve,a,low_nut,nutrients,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0,0,0,0,0,0,0,0.6,0,0.6,0.00459,110.2,29.6,24008.7146,3.9,Lindcove,5.3,4,1,5,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9,0.6,4.9,3,59,7,39422,96,39430,104,2,0.6,23,7,0,9,32,1,emily,200.722,0.01906,,,0.01906,10531.05981
20,200,446,Lind19,California,Lindcove,inland,inland preserve,preserve,a,low_water,water,0.34612962,17.3,15.8,4.6,652.7,36.5,2.5,34,10.7,25.6,25.6,9.1,358,68,0,82,188,4,4,178,0,0,0,0,0,0,0,0,0.6,0,0.6,0.00459,110.2,29.6,24008.7146,3.9,Lindcove,5.3,4,1,5,230.49,227.81,2.68,1.4,58.2,6.6,4.4,6.4,65.3,376.7,2029,21.2,6.8,1.3,14.8,1.1,20.9,68.3,9,0.6,4.9,3,59,7,39430,104,39436,110,1,0.4,0,2,0,10,10,1,emily,219.599,0.01209,,,0.01209,18163.689
